"統一編號","公司名稱","負責人","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"00045777","馨福飽企業有限公司","黃O怡","臺中市太平區中山路二段362巷12之1號2樓","500000"," "," ","核准設立","20260901033609"
"00045919","拾京國際有限公司","","新北市汐止區福德一路381巷7號(1樓)","5000000"," "," ","解散","20260901033609"
"00045946","華裕盛有限公司","吳O誠","宜蘭縣宜蘭市北津里北津路34之3號","4000000"," "," ","核准設立","20260901033609"
"00045967","詮佶有限公司","吳O均","雲林縣虎尾鎮公安里26鄰公安路188號2樓","2000000"," "," ","核准設立","20260901033609"
"00046001","暮銅有限公司","李O恩","臺中市西屯區逢甲里福星路622號","1010000"," "," ","核准設立","20260901033609"
"00046213","澤泰國際股份有限公司","鐘O芳","臺北市士林區中山北路7段63巷3號1樓","4210520","4210520"," ","核准設立","20260901033609"
"00046234","饗梧國際有限公司","吳O易","臺中市西屯區何安里重慶路99號5樓之3","100000"," "," ","核准設立","20260901033609"
"00046419","訫宇娛樂股份有限公司","羅O","臺北市大安區大安路1段51巷38號","20000000","10000000"," ","核准設立","20260901033609"
"00046425","佳樂水大飯店股份有限公司","鍾O村","高雄市苓雅區中正二路175號15樓之2","2000000","2000000"," ","核准設立","20260901033609"
"00046570","畢肯運動有限公司","林O𪻱","臺中市北區錦平街52之2號","2000000"," "," ","核准設立","20260901033609"
"00046620","一把手餐飲有限公司","","臺中市南屯區永定里永春東七路639號","88888"," "," ","解散","20260901033609"
"00046712","勁日達貿易有限公司","陳O仁","臺中市大雅區前村東路31巷19之1號1樓","1000000"," "," ","核准設立","20260901033609"
"00046950","禾舟企業有限公司","張O雅","臺北市大安區市民大道4段118號1樓及120號1樓","200000"," "," ","核准設立","20260901033609"
"00047212","芝曦餐飲有限公司","林O鎂","新北市新莊區思源路115號","1000000"," "," ","核准設立","20260901033609"
"00047281","寶也餐飲有限公司","沈O凱","新北市新莊區新樹路699巷100號","20000000"," "," ","核准設立","20260901033609"
"00047347","三煥有限公司","","臺北市大安區延吉街138巷6號1樓","5000000"," "," ","解散","20260901033609"
"00047368","享厚有限公司","陳O楓","嘉義市東區文雅里大雅路一段732號","3000000"," "," ","核准設立","20260901033609"
"00047402","汶心食品有限公司","鹿O仁","高雄市三民區民族一路335巷43號","3000000"," "," ","核准設立","20260901033609"
"00047769","莘時代電商有限公司","陳O宜","新北市樹林區育英街143號(2樓)","5500000"," "," ","核准設立","20260901033609"
"00048628","五條龍國際貿易有限公司","張O龍","臺中市外埔區水美里水美路77號1樓","7000000"," "," ","核准設立","20260901033609"
"00048731","毅植餐飲有限公司","鄧O毅","新北市三重區六張街124號","500000"," "," ","核准設立","20260901033609"
"00049099","豐味餐飲有限公司","許O強","臺南市永康區永康里永康街25號1樓","100000"," "," ","核准設立","20260901033609"
"00049149","達那餐飲顧問有限公司","林O瑜","宜蘭縣宜蘭市進士里嵐峰路一段109號","15000000"," "," ","核准設立","20260901033609"
"00049324","台北點餓餓文山一有限公司","胡O昇","臺北市文山區興隆路3段112巷2弄22號","510000"," "," ","核准設立","20260901033609"
"00049485","嶺靈股份有限公司","張O玲","臺北市大安區敦化南路1段205號5樓之8","6000000","6000000"," ","核准設立","20260901033609"
"00049680","頂尚餐飲有限公司","周O暐","臺北市大安區忠孝東路4段169號6樓之1","1500000"," "," ","核准設立","20260901033609"
"00050898","千江飲有限公司","陳O宏","臺北市文山區羅斯福路5段88之2號1樓","2500000"," "," ","核准設立","20260901033609"
"00050932","安佐國際有限公司","羅O傑","新竹縣竹北市文信路355號","1000000"," "," ","核准設立","20260901033609"
"00051799","金有元有限公司","黃O婷","高雄市楠梓區創新路887號1樓","3400000"," "," ","核准設立","20260901033609"
"00051833","秋瓦有限公司","葉O智","臺南市安平區文平里永華路2段41-2號1樓","1000000"," "," ","核准設立","20260901033609"
"00051926","蔡萬興老店有限公司","鄭O日","臺北市中正區和平西路1段118號","1000000"," "," ","核准設立","20260901033609"
"00052050","味爵有限公司","唐O鴻","臺北市中正區杭州南路1段63號5樓之1","2000000"," "," ","核准設立","20260901033609"
"00052333","永續樹企業有限公司","黃O嵐","臺北市大安區忠孝東路4段126之16號","3000000"," "," ","核准設立","20260901033609"
"00052517","四媽便當社有限公司","廖O義","臺中市烏日區烏日里光日路125號1樓","50000"," "," ","核准設立","20260901033609"
"00052740","安平嬉行旅有限公司","呂O儀","臺南市安平區安億路288號","1000000"," "," ","核准設立","20260901033609"
"00052880","金聯發餐飲有限公司","吳O翔","高雄市鹽埕區瀨南街162號1樓","200000"," "," ","核准設立","20260901033609"
"00052896","東苑有限公司","吳O璿","臺北市中正區懷寧街76號","300000"," "," ","核准設立","20260901033609"
"00052946","宥幸有限公司","陳O志","新北市三重區雙園街107號(1樓)","500000"," "," ","核准設立","20260901033609"
"00053403","有蟲咬物有限公司","游O燁","宜蘭縣冬山鄉補城村補城路75號","1000000"," "," ","核准設立","20260901033609"
"00053522","虎瑪三軸有限公司","袁O安","桃園市龍潭區佳安里文化路94號","1000000"," "," ","核准設立","20260901033609"
"00053733","穎杰實業有限公司","李O穎","新北市三重區仁義街271號(1樓)","1200000"," "," ","核准設立","20260901033609"
"00053889","南虎觀旅股份有限公司","許O娟","臺南市新化區東榮里中興路42巷36號","21000000","21000000"," ","核准設立","20260901033609"
"00053918","大有創思文化事業有限公司","吳O廷","新北市板橋區三民路2段33號14樓","500000"," "," ","核准設立","20260901033609"
"00054402","咖啡控有限公司","陳O詳","新北市蘆洲區中山二路272號(1樓)","1000000"," "," ","核准設立","20260901033609"
"00054472","荷魯斯之眼有限公司","蔡O穆","宜蘭縣蘇澳鎮蘇東里蘇東北路2-72號1樓","1000000"," "," ","核准設立","20260901033609"
"00054557","湛學有限公司","徐O華","臺南市安平區國平里國平路150號","300000"," "," ","核准設立","20260901033609"
"00054825","豐盛堂餐飲有限公司","劉O堂","新竹縣竹東鎮竹中路87巷1弄27號","1000000"," "," ","核准設立","20260901033609"
"00055084","品客企業有限公司","姜O鈞","新竹縣北埔鄉北埔村中豐路86巷2號1樓","1000000"," "," ","核准設立","20260901033609"
"00055319","燒究楠梓有限公司","洪O宏","高雄市楠梓區大學南路1285號","8000000"," "," ","核准設立","20260901033609"
"00055330","蕭割烹股份有限公司","蕭O捷","臺北市大安區新生南路2段70巷14號1樓","9000000","9000000"," ","核准設立","20260901033609"
"00055839","進樂有限公司","范O傑","臺北市萬華區漢中街127號10樓","1000000"," "," ","核准設立","20260901033609"
"00056154","牡丹餐飲企業有限公司","楊O貞","臺北市大安區仁愛路4段48巷19號","1000000"," "," ","核准設立","20260901033609"
"00056226","山脈迪克有限公司","連O賢","臺北市內湖區康樂街48巷19號5樓","1500000"," "," ","核准設立","20260901033609"
"00056400","農創餐旅事業有限公司","黃O建","臺中市霧峰區中正路734號","40000000"," "," ","核准設立","20260901033609"
"00056725","創丌丌股份有限公司","李O恩","新竹市東區民生路261號1樓","300000","300000"," ","核准設立","20260901033609"
"00056751","愛恩喜有限公司","陳O寧","臺南市中西區赤嵌里民族路2段373號3樓","1000000"," "," ","核准設立","20260901033609"
"00057365","鈺宸肉品有限公司","黃O平","高雄市新興區中東街66號","500000"," "," ","核准設立","20260901033609"
"00057604","超悅國際有限公司","王O慧","桃園市楊梅區金山街320號2樓","500000"," "," ","核准設立","20260901033609"
"00057689","紅不讓視聽歌唱有限公司","","新竹市北區世界街138號2樓","100000"," "," ","解散","20260901033609"
"00057766","大格國際有限公司","吳O中","臺北市大安區和平東路1段6號11樓","2000000"," "," ","核准設立","20260901033609"
"00058532","一點心股份有限公司","李O如","新北市樹林區東順街82之2號（1樓）","50000000","2000000"," ","核准設立","20260901033609"
"00058765","澄造景觀有限公司","林O麗琴","澎湖縣馬公市中華路27號1樓","500000"," "," ","核准設立","20260901033609"
"00059125","寶島農產有限公司","謝O霖","新北市中和區中山路2段332巷3號11樓","1000000"," "," ","核准設立","20260901033609"
"00059194","豪嵐有限公司","張O豪","臺北市信義區虎林街132巷19號1樓","500000"," "," ","核准設立","20260901033609"
"00059363","大吉國際餐飲有限公司","","新北市林口區文化二路1段54號","500000"," "," ","解散","20260901033609"
"00059595","一小洞天有限公司","張O麟","高雄市三民區鐵道街292、296、298號","5000000"," "," ","核准設立","20260901033609"
"00059624","貴富食品有限公司","林O淳","桃園市蘆竹區五福一路46號(1樓)","2000000"," "," ","核准設立","20260901033609"
"00059639","滷霸國際股份有限公司","蔡O宏","臺中市大里區仁德里金山一街24號1樓","3000000","3000000"," ","核准設立","20260901033609"
"00059737","凱文先生文教有限公司","林O秀","臺北市中山區建國北路2段129號2樓","300000"," "," ","核准設立","20260901033609"
"00060283","癮食家餐飲管理顧問有限公司","莊O豪","新北市汐止區伯爵街14巷4號(1樓)","1000000"," "," ","核准設立","20260901033609"
"00060328","炫韓有限公司","金O炫","臺北市大安區延吉街62巷9號","510000"," "," ","核准設立","20260901033609"
"00060755","丰邑國際有限公司","張O韋","屏東縣內埔鄉老埤村壽比路359巷79-1號二樓","6000000"," "," ","核准設立","20260901033609"
"00060761","烏流有限公司","","臺北市中山區吉林路218巷4號","1000000"," "," ","解散","20260901033609"
"00061121","禾呈億管理顧問有限公司","張O程","嘉義市東區短竹里大雅路二段629號1樓","2000000"," "," ","核准設立","20260901033609"
"00061332","楚諾有限公司","蔣O風","屏東縣滿州鄉滿州村老佛路5-5號","50000"," "," ","核准設立","20260901033609"
"00061380","一級玩家智能餐飲股份有限公司","梁O文","臺中市太平區長億里永利街303號1樓","300000","300000"," ","核准設立","20260901033609"
"00061488","就愛餡餐飲有限公司","林O元","高雄市左營區大順一路542號","4000000"," "," ","核准設立","20260901033609"
"00061939","思梅有限公司","魏O珠","新北市中和區中原六街36號","1000000"," "," ","核准設立","20260901033609"
"00062070","一畝石鍋餐飲有限公司","徐O真","彰化縣鹿港鎮鹿東里平和路340號","500000"," "," ","核准設立","20260901033609"
"00062389","上一鍋美食有限公司","張O麟","高雄市前鎮區民權二路6號19樓之2","5100000"," "," ","核准設立","20260901033609"
"00062439","來喫餐飲企業有限公司","張O維","臺北市中正區仁愛路2段25號5樓","1000000"," "," ","核准設立","20260901033609"
"00063057","品馨餐飲開發有限公司","許O樺","高雄市彌陀區過港路西二巷18號1樓","1000000"," "," ","核准設立","20260901033609"
"00063253","中馥股份有限公司","","臺北市大安區信義路4段188號11樓之1","20500000","18000000"," ","解散","20260901033609"
"00063325","同行香港飲食有限公司","駱O宇","高雄市楠梓區援中路1020號","400000"," "," ","核准設立","20260901033609"
"00063492","龜山開心冷泉農場有限公司","倪O河","桃園市龜山區明成街189號","5000000"," "," ","核准設立","20260901033609"
"00063900","瑞庭商旅有限公司","王O偉","臺南市中西區成功路343號9樓之1之2之3之4","3100000"," "," ","核准設立","20260901033609"
"00064014","天賦螺股份有限公司","謝O絃","臺北市大安區仁愛路3段26號5樓","2000000","2000000"," ","核准設立","20260901033609"
"00064345","元禮國際股份有限公司","章O元","基隆市仁愛區愛一路35號5樓之1","30000000","10000000"," ","核准設立","20260901033609"
